Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Vickers Hardness 100g,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Ag2O, Tl2O, BeO, MnO, CuO, ZnO, SrO, CdO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Gd2O3, Bi2O3, Sc2O3, TiO2, GeO2, ZrO2, CeO2, SnO2, SeO2, TeO2, P2O5, V2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, GeS2, OH, Sm2O3, Eu2O3, Tb2O3, Dy2O3, Er2O3, Yb2O3, Lu2O3, Pr2O3, R2O, RO, MgF2, CaF2, SrF2, AlF3, NdF3, KCl, SrCl2, ZnCl2, CdCl2, PbCl2, KBr, KI, CsI, Li, B, N, O, Mg, Al, Si, P, S, Cl, Ca, Ti, Fe, Co, Ni, Cu, Zn, Ga, Ge, Sr, Y, Zr, Ag, Sb, Te, Ba, La, Ce, Pr, Nd, Sm, Eu, Gd, Tb, Dy, Ho, Er, Tm, Yb, Lu, Hf, W, Re, Sr(PO3)2, Ga2S3, Sb2S3, Ga2Se3, GeSe2, In2S3, AlN, ZrO2-SiO2, Vickers Hardness 100g ( MPa )
1380, GJ02-358516, J. Applied Physics, 2014, v. 116  p. 163510, 62.82, 10.23, , , 2.54, 4.64, , , 18.91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.4, , , , , , , , 0.36, , , , , , , , , , , , , , , , , , , , , , , , , , , 5380.0
1381, GJ02-358517, J. Applied Physics, 2014, v. 116  p. 163510, 62.82, 10.23, , , 2.54, 4.64, , , 18.91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.4, , , , , , , , 0.36, , , , , , , , , , , , , , , , , , , , , , , , , , , 5320.0
1382, GJ10-358782, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, , 79.68, , , , , , 19.92, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3530.0
1383, GJ05-358783, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 24.95, 62.38, , , , , , 12.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3580.0
1384, GJ05-358784, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 48.5, 48.5, , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3150.0
1385, GJ05-358785, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 42.41, 42.41, , , , , , 14.97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5350.0
1386, GJ05-358786, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 59.9, 33.45, , , , , , 6.49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3750.0
1387, GJ05-358787, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 73.91, 15.98, , , , , , 9.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6200.0
1388, GJ05-358788, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 73.87, 20.66, 1.0, , , , , 4.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4250.0
1389, GJ05-358789, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 81.35, 11.78, 1.3, , , , , 4.89, 0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6470.0
1390, GJ05-358790, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 74.0, 16.0, , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6620.0
1391, GJ05-358791, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 81.4, 11.79, 1.3, , , , 5.39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6420.0
1392, GJ05-358792, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 72.5, 18.97, 2.0, , , , 0.8, 0.7, 4.89, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6330.0
1393, GJ03-358793, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 74.0, , , , 16.0, , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5360.0
1394, GJ03-359236, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, 5.0, , 33.71, , 61.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8100.0
1395, GJ03-359237, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, 10.0, , 31.93, , 58.07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8250.0
1396, GJ03-359238, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, 15.0, , 30.16, , 54.84, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8180.0
1397, GJ03-359239, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, 20.0, , 28.39, , 51.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8150.0
1398, GJ03-359240, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, , , 25.48, 10.0, 64.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8500.0
1399, GJ03-359241, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, , , 25.48, , 64.52, , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8210.0
1400, GJ03-359242, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, , , 25.48, , 64.52, , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8130.0
1401, GJ03-359243, J. Non-Crystalline Solids, 2015, v. 427  p. 0160, , , 25.48, , 64.52, 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7720.0
1402, GJ02-359384, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 86.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5000.0
1403, GJ02-359385, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 83.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , 7.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5900.0
1404, GJ02-359386, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 80.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6700.0
1405, GJ02-359387, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 81.0, , , , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5700.0
1406, GJ02-359388, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 78.0, , , , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , 7.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5700.0
1407, GJ02-359389, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 75.0, , , , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5800.0
1408, GJ02-359390, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 76.0, , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5000.0
1409, GJ02-359391, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 73.0, , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , 7.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5500.0
1410, GJ02-359392, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 70.0, , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5100.0
1411, GJ02-359393, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 71.0, , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4900.0
1412, GJ02-359394, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 68.0, , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , 7.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4100.0
1413, GJ02-359395, J. Non-Crystalline Solids, 2015, v. 429  p. 0129, 65.0, , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5500.0
1414, GJ20-359495, J. Non-Crystalline Solids, 2015, v. 430  p. 0079, , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2750.0
1415, GJ20-359496, J. Non-Crystalline Solids, 2015, v. 430  p. 0079, , , , , , 48.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2780.0
1416, GJ20-359497, J. Non-Crystalline Solids, 2015, v. 430  p. 0079, , , , , , 46.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2800.0
1417, GJ20-359498, J. Non-Crystalline Solids, 2015, v. 430  p. 0079, , , , , , 44.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2880.0
1418, GJ20-359499, J. Non-Crystalline Solids, 2015, v. 430  p. 0079, , , , , , 42.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2900.0
1419, GJ20-359500, J. Non-Crystalline Solids, 2015, v. 430  p. 0079, , , , , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2920.0
1420, GJ60-359503, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, 28.3, 23.1, 38.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3750.0
1421, GJ60-359504, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 9.5, 28.2, 22.9, 38.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , , , , , 3830.0
1422, GJ60-359505, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 9.5, 27.8, 22.9, 37.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , 3890.0
1423, GJ60-359506, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 9.5, 27.5, 22.5, 37.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , 3950.0
1424, GJ60-359507, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 9.5, 27.5, 21.5, 37.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , 4010.0
1425, GJ60-359508, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 9.5, 27.0, 21.0, 36.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , 4060.0
1426, GJ60-359509, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 10.0, 30.2, 16.8, 35.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , 4100.0
1427, GJ60-359510, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 10.0, 30.0, 15.0, 35.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , 4270.0
1428, GJ60-359511, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 10.0, 23.4, 19.4, 32.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15.0, , , , , , , , 4350.0
1429, GJ60-359512, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 10.0, 21.8, 18.2, 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , 4580.0
1430, GJ60-359513, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 10.0, 19.0, 15.0, 26.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30.0, , , , , , , , 4770.0
1431, GJ60-359514, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 10.0, 15.5, 13.0, 21.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , , , , , , , 4700.0
1432, GJ60-359515, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 4.0, 8.0, 7.0, 11.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 70.0, , , , , , , , 4170.0
1433, GJ60-359516, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 2.5, 5.5, 4.5, 7.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80.0, , , , , , , , 4070.0
1434, GJ20-359517, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , 1.5, 2.9, 1.9, 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90.0, , , , , , , , 3790.0
1435, GJ20-359518, J. Non-Crystalline Solids, 2015, v. 430  p. 0099, , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , *, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100.0, , , , , , , , 3610.0
1436, GP03-360444, Japanese Patent    Hoya Corp. (J), 2015, A096465, 65.69, 1.92, , 5.46, 10.94, , , 2.37, 6.44, , , , , , , 2.57, , , , , , , , , , 0.82, , , , , , 3.79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5929.0
1437, GP03-360445, Japanese Patent    Hoya Corp. (J), 2015, A096465, 65.05, 0.93, 1.27, 4.82, 9.23, , , 6.27, 4.81, , , , , , 3.18, , , , , , , , , , , , , , , , , 4.25, 0.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5635.0
1438, GP03-360446, Japanese Patent    Hoya Corp. (J), 2015, A096465, 71.31, , , 3.33, 9.46, , , 1.19, 10.55, , , , , , , , , , , , , , , , , , 0.78, , , , , 3.38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6174.0
1439, GP03-360447, Japanese Patent    Hoya Corp. (J), 2015, A096465, 75.68, , , 3.48, 8.7, 1.31, , 1.19, 5.04, , , , , , , , , , , , , , , , 0.11, , , , , , , 3.26, , , , , , , 1.23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5684.0
1440, GP03-360448, Japanese Patent    Hoya Corp. (J), 2015, A096465, 65.57, 0.49, 0.13, 3.53, 8.95, , , 6.57, 10.66, , , , , , , , , , , , , , , , , , , , , , , 3.36, , , , , , , , 0.74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5439.0
1441, GP03-360449, Japanese Patent    Hoya Corp. (J), 2015, A096465, 64.13, , 0.75, 7.15, 14.04, , , 3.2, 6.32, , , , , , , , , , , , , , , , , , , , , , , 3.74, 0.41, , , , , , 0.26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5733.0
1442, GP03-360450, Japanese Patent    Hoya Corp. (J), 2015, A096465, 67.03, 0.46, 0.31, 5.35, 13.69, , , 3.27, 5.52, , , , , , , , , , , , , , , , , , , , , , , 4.22, 0.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5586.0
1443, GP03-360451, Japanese Patent    Hoya Corp. (J), 2015, A096465, 62.77, 1.64, 0.93, 7.55, 13.11, , , 3.58, 6.46, , , , , , , , , , , , , , , , , , , , , , , 3.96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5978.0
1444, GP03-360452, Japanese Patent    Hoya Corp. (J), 2015, A096465, 66.09, , 0.5, 6.46, 12.8, , , 3.49, 6.07, , , , , , , , , , , , , , , , , , , , , , , 4.59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6076.0
1445, GP03-360453, Japanese Patent    Hoya Corp. (J), 2015, A096465, 69.57, , , 4.37, 13.45, , , 3.65, 5.34, , , , , , , , , , , , , , , , , , , , , , , 3.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5880.0
1446, GJ81-362020, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 45.0, , , , , , , , , , , 6600.0
1447, GJ81-362021, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , , , , , , , , , , 6750.0
1448, GJ81-362022, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 35.0, , , , , , , , , , , 6600.0
1449, GJ81-362023, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 30.0, , , , , , , , , , , 6800.0
1450, GJ81-362024, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 25.0, , , , , , , , , , , 7400.0
